annotator_id,article_id,political_typology,effect,explanation,article_index,change,reinforce,date_created
C09,1833514.txt,Country First Conservatives,3,"Free trade is a plus to our economy, allowing relationships to grow between countries and better our economic growth. ",179,"","",2018-05-17 23:19:34.351287+02
C09,1835472.txt,Country First Conservatives,4,The environment should remain key to politicians and stay high on the list of priorities; energy-efficient bulbs should absolutely be used to replace the current standard to save energy and waste. ,180,"","",2018-05-17 23:20:57.939781+02
C09,1839716.txt,Country First Conservatives,4,"We should not be encouraging military strength as the solution, but instead should be promoting compromise and discussion to reach peaceful outcomes. ",181,"","",2018-05-17 23:29:07.514761+02
C09,1841792.txt,Country First Conservatives,5,Sometimes old methods are better for the long term outcomes. Protecting reefs and ocean sections allows repopulation and promotes the survival of species and the environment overall. ,182,"",YES,2018-05-17 23:35:06.446926+02
C09,1842077.txt,Country First Conservatives,3,"When it comes to legislation, there should be some degree of a turnover, as opinions get stale and stubbornness is not a factor that is easily negotiable. ",183,"","",2018-05-17 23:37:35.565999+02
C09,1842082.txt,Country First Conservatives,4,"The unclaimed deposits should not go to the companies, but instead to environmental protection and pollution cleanup. ",184,"","",2018-05-17 23:43:47.137171+02
C09,1844840.txt,Country First Conservatives,3,No new information was offered to me to change my stance. Immigration has been a tricky issue to navigate and should be decided upon soon to begin changes. ,185,"","",2018-05-17 23:45:06.23975+02
C09,1844841.txt,Country First Conservatives,2,I was somewhat unaware as to the percentage affected by these imposed tariffs and could see a need for change. ,186,"","",2018-05-17 23:46:35.338456+02
C09,1845027.txt,Country First Conservatives,3,"Global warming and climate change should be a priority to world leaders, especially in the sense of how to repair damage and encourage better cleaner methods. Surprisingly, the efforts needed to make the changes are very low cost and would even better the economic growth. ",187,"","",2018-05-17 23:49:31.545332+02
L05,1658390.txt,Opportunity Democrats,4,"I support mild taxes to support causes that could benefit the public, such as school improvements and infrastructure upgrades. Tax increases are used to raise money for or finance such issues. This editorial made me think of the kind of things that should be funded. I am more supportive of supporting, with taxpayer money, sure things that will benefit the common good-- like school improvements and infrastructure improvements. Who knows if stem cell research will have the benefits some anticipate; the jury is still out on that...I am less likely to support asking taxpayers to support something as uncertain as stem cell research. Ultimately, taxpayers will decide, at the polls, if they are willing to pay for it.",22,"","",2018-05-17 23:50:34.461547+02
L05,1658445.txt,Opportunity Democrats,4,"I support mild taxes to support causes that could benefit the public, such as school improvements and infrastructure upgrades. Tax increases are used to raise money for or finance such issues. This editorial made me think of the kind of things that should be funded. I am more supportive of supporting, with taxpayer money, sure things that will benefit the common good-- like school improvements and infrastructure improvements. Who knows if stem cell research will have the benefits some anticipate; the jury is still out on that...I am less likely to support asking taxpayers to support something as uncertain as stem cell research. Ultimately, taxpayers will decide, at the polls, if they are willing to pay for it.",23,"","",2018-05-17 23:50:50.05006+02
L01,1793596.txt,Disaffected Democrats,4,I agree that this is important. But the article had many irrelevant details.,120,"","",2018-05-18 00:02:19.027278+02
L01,1793597.txt,Disaffected Democrats,4,This is a great idea. It reinforced my belief that there are plenty of common sense measures to fight climate change.,121,"","",2018-05-18 00:03:19.68499+02
L01,1794304.txt,Disaffected Democrats,3,This is so specific to its time and place that I don't have a stance.,122,"","",2018-05-18 00:05:14.433512+02
L01,1794484.txt,Disaffected Democrats,4,I agree about the importance of a decent minimum wage. The examples of Wal-Mart employees are useful.,123,"","",2018-05-18 00:06:53.381909+02
C09,1850318.txt,Country First Conservatives,4,"As New York is well-known for its taxi system, the change to a ""clean fleet"" is a wonderful idea that should be furthered and promoted. The amount of emissions put out by current vehicles, especially in such a condensed area, should absolutely be diminished. ",207,"","",2018-05-18 02:16:57.657856+02
C09,1691686.txt,Country First Conservatives,4,"Though immigration is a challenging subject, requesting that those here illegally who wish to be here should pay fees and fines, as well as go through the process to become a citizen, is a good suggestion. It offers the option to stay instead of simply being removed from the country. ",208,"","",2018-05-18 02:18:14.932158+02
L05,1659703.txt,Opportunity Democrats,1,"This editorial challenged me to think about my stance on foreign relations, particularly U.S. involvement in the affairs of other countries. If the U.S. is going to engage in partnerships with other countries that benefit the U.S. militarily or otherwise, it should not turn a blind-eye to unrest in those places in order to keep military or other advantageous relationships. On the other hand, just because the U.S. has a military or business deal with a country does not give it a right to engage in the domestic affairs of that country. This makes me think of the U.S.'s role in the affairs of countries with which it partnerships. I tend to think of the U.S. as the ""savior"" of other nations; I wonder if that is correct. Then again to whom much is given, much is required, and if it is in the U.S.'s power to help those who are suffering, shouldn't it help. Is it right for it to step in the affairs of other nations though...",24,NO,"",2018-05-18 00:08:53.726723+02
L01,1796959.txt,Disaffected Democrats,4,"I had forgotten about this case! Agree with the point made about Libya being in the wrong and needing to commit to human rights, but it feels odd in light of recent developments.",124,"","",2018-05-18 00:09:07.748583+02
C09,1845359.txt,Country First Conservatives,4,"Based on the town’s financial standards and past experiences, I feel as though they should continue to push the issue. ",188,"","",2018-05-18 00:25:50.627324+02
C09,1846520.txt,Country First Conservatives,3,"As the US, we need to come up with a strategy that won’t look like we’re running but leaving gracefully. We also need to find time to open the floor to negotiations for peace opportunities. ",189,"","",2018-05-18 00:54:11.58278+02
C09,1847702.txt,Country First Conservatives,2,"With all of the issues that surround the voting situation, a paper trail sounds like a good way to track not only voters and their selections, but also where errors may arise. ",190,"","",2018-05-18 01:12:38.110327+02
C09,1849370.txt,Country First Conservatives,3,A democratic rule would be a good future endeavor but you cannot change a country’s political standards with finances. ,191,"","",2018-05-18 01:16:50.248296+02
C09,1850220.txt,Country First Conservatives,4,"Capital punishment is a thought from the past, when standards and conduct were much different. Eliminating capital punishment is not going ""soft"" on crime; it is updating the methods of punishment to modern standards. ",192,"","",2018-05-18 01:45:12.434001+02
C09,1851769.txt,Country First Conservatives,1,"Though the internet offers freedoms to all, greater threats come with that freedom. False identities are easier to create and be used to prey upon innocent victims, like kids. Sites like MySpace should enforce more restrictions to protect their users. ",193,YES,"",2018-05-18 01:47:57.614558+02
C09,1851784.txt,Country First Conservatives,3,Information presented did not cause me to change my mind in either direction. It's ridiculous that they are suing over a style choice that had been admired from afar and is now accessible to the public. ,194,"","",2018-05-18 01:49:15.149599+02
C09,1851807.txt,Country First Conservatives,4,Legislators should not be allowed to hold dual offices and it should be enforced prior to the vote in February; they are only accepting that clause because it will allow them the guarantee and time to plan for upcoming elections after.,195,"","",2018-05-18 01:51:10.656632+02
C09,1852953.txt,Country First Conservatives,4,Personal matters and personal agendas regarding those in political offices should be kept separate; their actions should not affect the people unless intentionally doing so. ,196,"","",2018-05-18 01:52:41.690211+02
C09,1852954.txt,Country First Conservatives,4,Turkey should not attack; they should first attempt to examine the situation and strategize before attacking the peaceful portion of the country. ,197,"","",2018-05-18 01:55:01.197975+02
C03,1815921.txt,Country First Conservatives,2,I feel like this started negative and finished positive but there’s this middle that I think flew straight over my head.,145,"","",2018-05-18 01:58:04.842948+02
C09,1853778.txt,Country First Conservatives,4,The appointment of people lacking in qualifications and experience only leads to further chaos within the departments they oversee. Political positions should be appointed based on actual qualities and not connections. ,198,"","",2018-05-18 02:00:14.862951+02
C03,1816101.txt,Country First Conservatives,3,"Even with all of the talk on this subject now, this is the first time I’ve understood what it means.",146,"","",2018-05-18 02:01:40.584188+02
C09,1855036.txt,Country First Conservatives,3,"Legislators and those in political positions should focus on the greater good for the public and what actual priorities are, instead of arguing budgets based on their personal preferences. ",199,"","",2018-05-18 02:01:51.716895+02
C09,1649929.txt,Country First Conservatives,3,"I have always had an appreciation for writers, especially those that are able to incorporate their personal experiences into true works that withstand the test of time. Mr. Miller will forever be remembered for his works. Connections to others should not make him great, but in fact should be ignored in comparison to his work. ",200,"","",2018-05-18 02:04:56.886571+02
C09,1846980.txt,Country First Conservatives,2,"Contributions being matched in theory sounds like a good idea. But overall it does not promote the concept that donations to the extent that they are currently received should not be a priority in campaigning; it should be the ideals and standards the people are supporting, not the money they are able to bring in. ",201,"","",2018-05-18 02:07:02.87149+02
C09,1855644.txt,Country First Conservatives,5,"It is always better to be cautious and not risk major complications further down the road. Women that may show symptoms should absolutely be on the alert and stay updated with their check-ups and health monitoring, including surgery if necessary. ",202,"",YES,2018-05-18 02:08:54.806378+02
C09,1711254.txt,Country First Conservatives,1,"Though I am not a big advocate of international interventions where we are not needed, the US should consider open discussion with Guatemala regarding the situation, as it is extremely worrisome that these killings are happening to this extent and not much is being done to stop it or prevent it. ",203,YES,"",2018-05-18 02:10:29.826534+02
C09,1671629.txt,Country First Conservatives,3,Matters surrounding military warfare and weapons throughout the world need to be handled with care. Open discussion and strong relationships with other countries should be priority before considering other options. ,204,"","",2018-05-18 02:11:46.109626+02
C09,1740531.txt,Country First Conservatives,4,"Though there may be a ""permanent state of war"" occurring around the world, that does not justify putting anyone, including the president, above the law and above common decency to human rights. ",205,"","",2018-05-18 02:13:10.164818+02
C09,1784054.txt,Country First Conservatives,3,"Past should be considered when selecting politicians for positions, but only in areas where it could affect their morality of the requirements of the position during their term. ",206,"","",2018-05-18 02:14:39.350749+02
L01,1821300.txt,Disaffected Democrats,4,I agree that helping prisoners get an education is important.  This has a lot of new information to me about their access to grants. ,156,"","",2018-05-18 23:31:26.379486+02
C09,1852524.txt,Country First Conservatives,3,"Prisons like Guantanamo Bay need to be closely monitored and not kept as hidden as they are regarding their tactics. Criminals or not, there is still a common decency toward humans and respect toward life that should be upheld, despite actions of those inside. ",209,"","",2018-05-18 02:19:50.071823+02
C09,1768201.txt,Country First Conservatives,4,Budget monitoring and budget decisions are always concerns within the government; it is admirable to have someone stand up and take charge to make decisions that are best for the people instead of listening to many voices all arguing for their personal gain. ,210,"","",2018-05-18 02:21:21.972149+02
L01,1799251.txt,Disaffected Democrats,4,I disagree with the point of view here. I don't see the value in having an establishment candidate just to break up a Democrat monopoly.,125,"","",2018-05-18 02:21:28.91255+02
C09,1779412.txt,Country First Conservatives,3,"There was no new information presented to me; however, I did appreciate the questions offered as suggestions to ask the political candidates. ",211,"","",2018-05-18 02:22:20.507427+02
C09,1758108.txt,Country First Conservatives,1,"I am typically all supportive of smaller companies working on their own without government regulation; however, some do in fact need a set of standards that they can follow and apply to keep everything running smoothly. ",212,YES,"",2018-05-18 02:23:37.631859+02
C09,1658511.txt,Country First Conservatives,4,"Finances that are obtained, especially through public donation or non-profit organizations, can offer large sums to research that absolutely should be continuously conducted. Research into health cures and preventative measures should always have some type of strong funding. ",213,"","",2018-05-18 02:25:12.763519+02
C09,1845502.txt,Country First Conservatives,4,Unfortunately this editorial upholds one of my biggest beliefs: that politicians should spend more time focused on matters of importance to the people they serve instead of putting down their competitors and co-politicians and wasting time focused on campaigning alone. ,214,"","",2018-05-18 02:26:52.492576+02
C09,1847028.txt,Country First Conservatives,1,"Immigrants or not, those of all class levels and ethnicity deserve the right to be heard and protected. This country was built upon certain standards of freedom and safety and it should still be what we offer to everyone that crosses our border. ",215,YES,"",2018-05-18 02:28:54.419383+02
C09,1824628.txt,Country First Conservatives,4,"Positions do not ""belong"" to anyone; the entire point of elections is to offer the options for the people to choose a candidate they feel is proper for the position. Even in an appointment of position from a higher-up, a person should be chosen based on qualifications and not on what they believe is ""owed"" to them.",216,"","",2018-05-18 02:30:27.073621+02
C09,1762962.txt,Country First Conservatives,3,None of the information provided caused me to consider my stance; the economy and strategies regarding same need to be reconsidered when it comes to trades around the world. ,217,"","",2018-05-18 02:34:46.550546+02
C09,1666254.txt,Country First Conservatives,3,None of the information presented caused me to reconsider or strengthen my stance. I think the new pope is an excellent choice and has the opportunity to do good with his influence. ,218,"","",2018-05-18 02:36:53.299895+02
L08,1753262.txt,Disaffected Democrats,4,The demands of citizens to be treated with more than scant regard is seemingly resonating with powerful interests and are shaping many of the decisions of large cities that will affect the public at large.,85,"","",2018-05-18 02:37:03.637227+02
C09,1847027.txt,Country First Conservatives,4,Public financing of state campaigns could actually work in the favor of placing a cap on the amount allowed to be spent. Campaigns should be centered around the standards the politicians are upholding instead of the amount of money that can be raised. ,219,"","",2018-05-18 02:38:04.287764+02
C09,1656607.txt,Country First Conservatives,3,"Lobbyists should be required to say who they are supporting; campaigns should be focused on the beliefs and standards, not fundraising and influence. ",220,"","",2018-05-18 02:39:53.232966+02
C09,1841158.txt,Country First Conservatives,3,Both governments should be open to discussion and attempts at communication and compromise instead of fighting and power. ,221,"","",2018-05-18 02:41:53.345872+02
C09,1853693.txt,Country First Conservatives,4,"Political parties should not be allowed to ""choose"" who will be placed in a position of power; those that go along with the influence and bribery should absolutely receive punishment for their actions. ",222,"","",2018-05-18 02:43:39.454013+02
C09,1659495.txt,Country First Conservatives,3,"None of the information presented affected my stance either way. A change in government takes time, far more than one single election. ",223,"","",2018-05-18 02:46:16.063165+02
C09,1829263.txt,Country First Conservatives,4,Fair treatment should be an overall concept to determine situations and the threat deemed from them. Pushing political agendas to create a system that rides over fair treatment and decency is absurd. ,224,"","",2018-05-18 02:49:19.522109+02
C09,1682337.txt,Country First Conservatives,4,"Decisions regarding social security should be for the greater good of the people, where the benefits outweigh the risks. Not vice versa.",225,"","",2018-05-18 02:50:25.653373+02
C09,1824626.txt,Country First Conservatives,3,"Assumptions, especially concerning political budgets and agendas, should never be believed. In political matters, every detail should be laid out clearly for everyone to understand without the risk of hidden information. ",226,"","",2018-05-18 02:51:44.308388+02
C09,1766684.txt,Country First Conservatives,3,"Though emergency responders are always at the ready, it is true that regular citizens need to constantly be on alert and aware of their surrounds and situations. ",227,"","",2018-05-18 02:53:46.4097+02
C09,1853974.txt,Country First Conservatives,3,"No one, especially the president or parties of government officials, is beyond the law. Decisions can't simply be made based on personal opinions and thoughts without fully consulting and receiving approval from the other groups. ",228,"","",2018-05-18 02:55:11.912877+02
C09,1837200.txt,Country First Conservatives,4,"Important legislation, as well as the time spent debating over issues that matter, should not be held until last minute. It should be priority to those in power, working to better the situations of the people the serve. ",229,"","",2018-05-18 02:56:47.593147+02
C09,1766546.txt,Country First Conservatives,3,"The decision to create and support this fund for environmental protection is an idea that should be pushed through, as it benefits the people. Budget decisions should be a time to use funding to support greater good decisions instead of political agendas and personal opinions. ",230,"","",2018-05-18 02:59:58.734999+02
C09,1827987.txt,Country First Conservatives,4,"Prisoners held anywhere, including Guantanamo Bay, have the right to be heard in court. It is absolutely ridiculous to assume they would not have that right, when fair trials are a key part of American culture. ",231,"","",2018-05-18 03:01:00.092675+02
L01,1821935.txt,Disaffected Democrats,3,This is so specific that I don't have a stance on it. ,157,"","",2018-05-18 23:32:10.62755+02
C09,1782257.txt,Country First Conservatives,3,"War was unnecessary, but so was the amount of time taken to debate an issue where thousands of lives were dependent on a decision. Decisions that affect human life and the prevention of more conflict should be made in haste instead of over lengthy periods of time. ",232,"","",2018-05-18 03:02:35.834275+02
C09,1852738.txt,Country First Conservatives,3,None of the information presented in this editorial affects my position; I would need further information before I feel comfortable developing a solid stance on issues involved. ,233,"","",2018-05-18 03:04:00.563353+02
C09,1694157.txt,Country First Conservatives,3,"The American economy has been on a slow decline, especially in the job market. The US government needs to aim focus toward assisting its people at home instead of around the world and focusing on how to improve our situations. ",234,"","",2018-05-18 03:05:07.708109+02
C09,1855058.txt,Country First Conservatives,5,Immigration is a tough issue and handling situations involving it are never easy. I very much appreciate and support the way that this matter was handled; it should be used as an example for strategy throughout the country. ,235,"",YES,2018-05-18 03:06:27.048937+02
C09,1660243.txt,Country First Conservatives,4,"Educational reform is absolutely necessary in American systems. Students should not even come close to a requirement of being held back to achieve basic levels to move up in grades. Students and their learning abilities should be the focus, not meeting state standards and teaching to the test. ",236,"","",2018-05-18 03:07:42.057564+02
C09,1811345.txt,Country First Conservatives,3,"Drug counterfeiting should be fought and prevented through stronger penalties and fines. However it should not be a priority over other issues, like relations around the world, environmental concerns and economic growth. ",237,"","",2018-05-18 03:09:12.332083+02
C12,1793943.txt,Country First Conservatives,5,It seems that many state law makers like to waste money and this editorial is an example of this,125,"",YES,2018-05-18 03:10:49.585837+02
C09,1661898.txt,Country First Conservatives,2,"Nuclear power does offer many benefits to economic growth and energy efficiency. However, the negative effects can harm communities and businesses. Though there are benefits, industries should build and develop away from communities and large groups of populations. ",238,"","",2018-05-18 03:11:36.546507+02
C09,1642127.txt,Country First Conservatives,3,None of the information presented to me caused me to challenge or strengthen my stance. Inmates released from prison should be offered job opportunities or chances at schooling and better lives to keep them from being reinstated in the prison system. Offering better chances at a future can prevent future crimes and poor decisions. ,239,"","",2018-05-18 03:13:10.840496+02
C09,1751587.txt,Country First Conservatives,4,Open discussions and compromise strategies should be priority when dealing with countries that are verging on such disastrous short term futures. We also should not be involving ourselves in the center of other countries' issues. ,240,"","",2018-05-18 03:16:24.785467+02
C09,1787182.txt,Country First Conservatives,4,"Politicians and other political figureheads should be closely monitored and held to the highest standards of ethics and regulations. Finances that are brought in for campaigning should also be closely monitored to prevent any of it being used for personal gain, influences or pocketing. ",241,"","",2018-05-18 03:17:54.141552+02
C09,1759538.txt,Country First Conservatives,2,"Though the amount may seem ridiculous, a memorial should be built. The information provided does allow me to see the other side, but I still stand true to the idea that a memorial should be built to honor all of the lives lost on 9/11. It is not only a representation of those lost, but a place of peace and respect for those families and friends left behind. ",242,"","",2018-05-18 03:19:29.008244+02
C09,1651474.txt,Country First Conservatives,3,"The information provided does not sway me either way. Big box stores could be a good option for growth, but could also negatively affect small shops and local businesses. ",243,"","",2018-05-18 03:21:48.703336+02
C09,1642375.txt,Country First Conservatives,4,"Despite the differences in political matters, it is refreshing to find out that some politicians see the need to better the environment and actually help the greater good of the people. ",244,"","",2018-05-18 03:22:41.578547+02
C09,1737001.txt,Country First Conservatives,3,"None of the information provides sways me either way. As with any governmental agency, not only does responsibility need to be claimed, but someone needs to step up to make decisions that will best promote the growth of the city as well as the safety of its people. ",245,"","",2018-05-18 03:24:14.296904+02
C09,1817567.txt,Country First Conservatives,3,I don't believe that there is enough information for me to properly formulate an opinion on the issues at hand. I honestly don't know if delaying the census would be a benefit and good decision or what effects will follow post-delay. ,246,"","",2018-05-18 03:25:42.301535+02
C09,1722640.txt,Country First Conservatives,3,"Immigration reform is absolutely crucial, but scaring the public into decisions that promote his personal beliefs is not the proper course of action. Immigration needs to be discussed thoroughly and strategies that respect the people involved (many of which are good people and not ""murderers and child molesters"").
",247,"","",2018-05-18 03:27:17.71822+02
C12,1794667.txt,Country First Conservatives,4,"While I think that there should be investigations when someone abuse their power, this editorial doesn't help me argue me stance better.",126,"","",2018-05-18 03:29:06.884134+02
C09,1707328.txt,Country First Conservatives,3,"We (the US) should not be so intensely involved with Iraq as it goes through such large changes. As a nation, we should offer advice and support regarding voting and elections, but not become overly involved in their growing situation. ",248,"","",2018-05-18 03:29:12.488825+02
L01,1800964.txt,Disaffected Democrats,4,It reinforced my view that we should have a healthy skepticism about medical advances!,126,"","",2018-05-18 03:30:57.500887+02
C09,1651358.txt,Country First Conservatives,4,"As is with nature, the environment will shift and change. We need to come up with strategies to maintain our land while protecting the environment. The preservation of the land and what exists should be priority. ",249,"","",2018-05-18 03:31:27.07343+02
L01,1802593.txt,Disaffected Democrats,3,This article is too out of date to agree or disagree with. Too many developments in NK since then.,127,"","",2018-05-18 03:32:32.781827+02
C12,1795264.txt,Country First Conservatives,4,I agree with this editorial that Bloomberg should have help the 9/11 memorial as soon as he heard there was trouble. But this editorial doesn't help me reinforce my stance strongly as it didn't give enough information on the topic.,127,"","",2018-05-18 03:40:51.628513+02
L01,1804258.txt,Disaffected Democrats,4,It reinforced my view that Democrats have to do more than just critique Republicans. This is true now too!,128,"","",2018-05-18 03:41:18.733553+02
L01,1821983.txt,Disaffected Democrats,3,I don't have a stance on this issue.,158,"","",2018-05-18 23:40:15.937841+02
L01,1832154.txt,Disaffected Democrats,3,These are very specific issues and I don't have a stance.,176,"","",2018-05-19 03:49:39.142047+02
L08,1754523.txt,Disaffected Democrats,2,"Health insurance should not be mandatory, but rather an issue of choice among citizens. The editorial however makes the valid point that in instances of no insurance, emergency care, which is more expensive and often left unpaid, is the alternative. The expense of this cost is left on taxpayers so why not shift the paradigm back to those actually incurring the costs?",86,"","",2018-05-18 03:42:51.603723+02
C12,1795637.txt,Country First Conservatives,5,"I think there should be laws that help curb government corruption, and I think that this editorial does a great job with helping me argue this topic better.",128,"",YES,2018-05-18 03:49:20.082673+02
C12,1796192.txt,Country First Conservatives,5,"For reasons, there are a lot of political adversaries of Putin that die under mysterious ways. This editorial gives examples of two people that died that help me argue my stance that these people were assassinated  for opposing Putin.",129,"",YES,2018-05-18 03:58:16.377752+02
C12,1796571.txt,Country First Conservatives,5,I agree with this editorial about everything. It did help me argue the topic better as it gives examples like Guantanamo to show that the Iraq war stretch the military too thin and took away the US's moral high ground.,130,"",YES,2018-05-18 04:09:36.921206+02
C12,1796962.txt,Country First Conservatives,2,"While I agree that there should be standards on air quality, I disagree with this editorial. This editorial makes it seem that only Republicans are the only ones to use science to fit their needs when the Democratic party does this also.",131,"","",2018-05-18 04:15:52.184134+02
C12,1798012.txt,Country First Conservatives,5,"I think that corrupt politicians, no matter their politics, should be investigated. This editorial gives examples of corrupt Republicans.",132,"",YES,2018-05-18 04:27:30.634614+02
C12,1798563.txt,Country First Conservatives,1,"I strongly disagree with this editorial as I think that the US should put its own space needs over any other country. I don't think that the plans for the space program are too aggressive, and this editorial didn't change my stance on this topic.",133,NO,"",2018-05-18 04:42:48.764735+02
C12,1798565.txt,Country First Conservatives,3,I don't really have a stance on the purposed building that this editorial talked about since I don't know enough about this building or how the former governor of New York took his time to try to build this building.,134,"","",2018-05-18 04:50:33.810395+02
C12,1799883.txt,Country First Conservatives,5,"I think there should be safety regulations for dangerous jobs like mining, and I think anyone who is appointed to offices that oversee these jobs should be willing to provide these safety regulations.This article enable me to argue the topic better by giving me examples on why these regulations are important.",135,"",YES,2018-05-18 05:03:29.181441+02
C12,1803824.txt,Country First Conservatives,2,"Under most circumstances I think partial-birth abortions is murder. However, this editorial does make me wonder when someone is protected by the Constitution and who's health is more important -- a women or the unborn.",136,"","",2018-05-18 05:18:17.387002+02
C12,1805550.txt,Country First Conservatives,5,I feel sorry for the victims of Katrina to wait so long to rebuild. I think that this editorial enabled me to argue the topic better as it gave examples of delays and costs that some might have to rebuild their homes.,137,"",YES,2018-05-18 05:20:36.755602+02
C12,1806247.txt,Country First Conservatives,2,"While I think having private transportation of public officials is a waste of money, I disagree with this editorial that all officials should take public transportation like Michael Bloomberg. For safety reasons, I don't think that public officials shouldn't be force to do this.",138,"","",2018-05-18 05:25:14.765694+02
L01,1804699.txt,Disaffected Democrats,3,This is too out of date for me to agree or disagree with. ,129,"","",2018-05-18 06:02:03.619213+02
C11,1813367.txt,Country First Conservatives,3,"I don't know if Bush defined a 'new direction' but whatever happened, it didn't work.",140,"","",2018-05-18 07:53:16.008111+02
C11,1813612.txt,Country First Conservatives,3,"I don't know much about this subject, but it certainly borders on immoral. ",141,"","",2018-05-18 07:55:54.214205+02
C11,1813762.txt,Country First Conservatives,2,"Essentially, the efforts to 'protect us' do little apart from inconvenience and belittle us.  We spend billions on so called 'intelligence' that money is obviously wasted if they have to force pensioners to remove their shoes or force the parents to throw away baby's milk before they can get on a plane.",142,"","",2018-05-18 08:03:04.401126+02
C11,1813763.txt,Country First Conservatives,3,I no little to nothing on this subject.,143,"","",2018-05-18 08:04:40.321727+02
C11,1815205.txt,Country First Conservatives,4,"If we are to believe that the prison service is not just for punishment but also for rehabilitation, if a convicted sex offender is still considered a risk, then they should not be released in the first place.",144,"","",2018-05-18 08:08:36.694634+02
C11,1815921.txt,Country First Conservatives,5,This confirmed all of my thoughts on Mr Wolfowitz,145,"",YES,2018-05-18 08:11:27.003569+02
C11,1816101.txt,Country First Conservatives,4,The bill was passed but with an expiry date and soon ISPs will be able to do whatever they want.,146,"","",2018-05-18 08:13:34.35299+02
C11,1816102.txt,Country First Conservatives,3,I don't know what happened but I imagine he was just as corrupt and dishonest as any other politician.,147,"","",2018-05-18 08:16:49.245959+02
C11,1816526.txt,Country First Conservatives,4,"This is too long ago for me to know what the outcome was, but as far as the administration's failure with Iraq, this article supports my stance.",148,"","",2018-05-18 08:19:15.183765+02
C11,1818424.txt,Country First Conservatives,2,"David Beckham was one of the most overrated players soccer has ever known.  Essentially, although soccer is slowly growing in popularity in the US, the culture here is only interested in winners and the US national side is a long way from ever winning a major trophy.",149,"","",2018-05-18 08:23:26.605625+02
C04,1784097.txt,New Era Enterprisers,2,I generally disagree with the notion that a policial officer cannot hold to offices at once. Voters should decide this on an individualized basis. ,101,"","",2018-05-18 14:07:39.380018+02
L05,1660143.txt,Opportunity Democrats,4,"I believe in transparency in government, and I believe the election and voting process should be fair and transparent. Any legislation to make the election and voting process open, fair, and transparent are supported by me. ",25,"","",2018-05-18 15:18:30.58896+02
L01,1804923.txt,Disaffected Democrats,4,I agree with this point and thought the editorial was convincing and detailed.,130,"","",2018-05-18 15:19:00.261504+02
L01,1805353.txt,Disaffected Democrats,3,I don't have a stance on this.,131,"","",2018-05-18 15:20:03.598776+02
L01,1806245.txt,Disaffected Democrats,4,"I agree. Democrats can't just oppose republicans but need to have their own, clear agenda.",132,"","",2018-05-18 15:23:21.052919+02
L01,1806601.txt,Disaffected Democrats,4,I agree with this. It's old but seems still relevant.,133,"","",2018-05-18 15:24:50.062766+02
L01,1846520.txt,Disaffected Democrats,3,"I agree with this article, but it has nothing new in it for me.",189,"","",2018-05-19 14:20:53.241751+02
L05,1661595.txt,Opportunity Democrats,1,"This editorial challenged me to think about how money to maintain public parks is obtained. Initially, I believed that tax dollars would and should support such efforts. Mr. Souder's bill challenged me to think of another way to raise funds to maintain parks-- taxpayers would voluntarily decide to contribute on their returns. Maintaining public works takes creative ideas that go beyond the traditional hikes in taxes; this editorial challenged me to think about one such creative idea. ",26,NO,"",2018-05-18 15:29:19.416401+02
L01,1808509.txt,Disaffected Democrats,3,I agree but found nothing new here.,134,"","",2018-05-18 15:36:17.536477+02
L01,1808715.txt,Disaffected Democrats,4,The federal government needs to do more to help those in need. This is a great example.,135,"","",2018-05-18 15:38:39.910804+02
L05,1661997.txt,Opportunity Democrats,3,"I learned about environmental justice and ""Not in My Back Yard"" or NIMBY during my MA in sociology studies. I did not find anything new or noteworthy in the article opposing or supporting my stance for environmental justice for all",27,"","",2018-05-18 15:39:45.831052+02
L01,1809448.txt,Disaffected Democrats,3,I agree with this -- it doesn't challenge or reinforce. But the article would be stronger if it also explained why parents were unhappy with the system.,136,"","",2018-05-18 15:41:51.524112+02
L01,1809827.txt,Disaffected Democrats,3,"I agree, but there is nothing new here.",137,"","",2018-05-18 15:44:38.225011+02
L01,1811342.txt,Disaffected Democrats,4,I agree that the FDA needs to inspect for food safety as carefully as possible. ,138,"","",2018-05-18 15:46:21.556599+02
L05,1662738.txt,Opportunity Democrats,3,"Editorial so singularly focused on one bad actor, a challenge to unearth the overarching issue (topic) of the piece...",28,"","",2018-05-18 15:48:30.587623+02
L01,1811987.txt,Disaffected Democrats,4,I agree that it is important to rein in abuses of gov power.,139,"","",2018-05-18 15:49:52.137342+02
C13,1638700.txt,Market Skeptic Republicans,3,We need to do a better job of protecting and taking care of our environment around us.,0,"","",2018-05-18 15:50:15.626879+02
L05,1663665.txt,Opportunity Democrats,4,I am for sustainable energy sources. This editorial provides new information to me on how to support renewable sources of energy. ,29,"","",2018-05-18 15:57:47.348559+02
L01,1813367.txt,Disaffected Democrats,3,I agree but this adds nothing new.,140,"","",2018-05-18 16:10:38.260202+02
L01,1813612.txt,Disaffected Democrats,4,Prisoners need to be treated decently if they are to stand a chance of improving their lives and avoiding recidivism.,141,"","",2018-05-18 16:11:33.208627+02
L01,1813762.txt,Disaffected Democrats,3,I don't agree with this. Why should everyone who comes here be monitored? Why would they be likelier to commit crimes than people who happen to be born here? Makes no sense.,142,"","",2018-05-18 16:14:00.985708+02
